Movie,Tags,Rating,Meta_score,Preview,Stars,Director,Writer
Toy Story,"Back to top,Escapism,Comedy,Animation style,Authentic emotion,Family,Urban Adventure,Supernatural Fantasy,Buddy Comedy,Emotional weight,Fantasy,Generational appeal,Animation,Comedic brilliance,Character development,Friendship,Computer Animation,Technical achievement,Adventure",8.3,96,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy's bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.","Tim Allen,Tom Hanks,Don Rickles",,
Apocalypse Now,"Cinematography,Back to top,Drama,Suspense Mystery,Adaptation,Direction,Hard-boiled Detective,Iconic performance,Epic,Atmospheric,Quest,Mystery,War,Artistic vision,Adventure Epic,Character development,War Epic,Psychological Drama,Existential,Ambitious",8.4,94,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"Marlon Brando,Robert Duvall,Martin Sheen",,
City Lights,"Cinematography,Back to top,Authentic emotion,Physical comedy,Heartfelt,Drama,Romance,Satire,Romantic Comedy,Iconic performance,Romantic,Feel-Good Romance,Slapstick,Comedy,Iconic ending,Musical score,Comedic brilliance",8.5,99,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","Charles Chaplin,Virginia Cherrill,Florence Lee",,
Coco,"Back to top,Family dynamics,Drama,Heartfelt,Animation style,Authentic emotion,Family,Mystery,Supernatural Fantasy,Music,Emotional weight,Fantasy,Generational appeal,Dark Comedy,Animation,Character development,Comforting,Musical score,Computer Animation,Visual spectacle,Adventure",8.4,81,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Anthony Gonzalez,Benjamin Bratt,Gael García Bernal",,
Django Unchained,"Cinematography,One-Person Army Action,Historical accuracy,Back to top,Dark humor,Drama,Performance,Character development,Western Epic,Epic,Action sequences,Social commentary,Dark Comedy,Period Drama,Comedic brilliance,Western",8.5,81,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","Leonardo DiCaprio,Jamie Foxx,Christoph Waltz",,
Once Upon a Time in the West,"Cinematography,Soundtrack,Back to top,Drama,Western Epic,Authentic emotion,Direction,Epic,Atmospheric,Quest,Desert Adventure,Western,Narrative complexity,Adventure Epic,Period Drama,Performance,Dramatic tension,Visual spectacle,Spaghetti Western",8.5,82,A mysterious stranger with a harmonica teams up with a notorious desperado to protect a beautiful widow and her land from a ruthless assassin in the employ of a railroad tycoon.,"Claudia Cardinale,Charles Bronson,Henry Fonda",,
Rear Window,"Cinematography,Back to top,Drama,Direction,Performance,Suspenseful,Psychological Thriller,Suspense Mystery,Atmospheric,Technical achievement,Social commentary,Comedic brilliance,Mystery,Thrilling,Thriller",8.5,100,A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,"Grace Kelly,Wendell Corey,James Stewart",,
Modern Times,"Back to top,Authentic emotion,Dystopian elements,Physical comedy,Human experience,Drama,Romance,Symbolism,Satire,Romantic Comedy,Romantic,Social commentary,Enduring legacy,Slapstick,Comedy,Comedic brilliance",8.5,96,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,"Paulette Goddard,Charles Chaplin,Henry Bergman",,
Alien,"Horror,Standout performance,Cyberpunk,Back to top,Direction,Suspenseful,Production design,Creature design,Space Sci-Fi,Sci-Fi,Tragedy,Monster Horror,Alien Invasion,Atmospheric,Enduring legacy,Sound design,Body Horror,Practical effects",8.5,89,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.","John Hurt,Sigourney Weaver,Tom Skerritt",,
The Intouchables,"Soundtrack,Back to top,Authentic emotion,Heartfelt,Drama,Buddy Comedy,Performance,Docudrama,Social commentary,Inspirational,Comedy,Character development,Friendship,Chemistry,Comedic brilliance",8.5,57,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Omar Sy,François Cluzet,Anne Le Ny",,
The Usual Suspects,"Back to top,Drama,Suspense Mystery,Chemistry,Standout performance,Caper,Whodunnit,Thin story,Direction,Heist,Gangster,Psychological Thriller,Atmospheric,Mystery,Narrative complexity,Confusing,Performance,Character development,Suspenseful,Psychological Drama,Crime",8.5,76,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"Gabriel Byrne,Kevin Spacey,Chazz Palminteri",,
Cinema Paradiso,"Bittersweet,Cinematography,Escapism,Coming-of-Age,Authentic emotion,Soundtrack,Pacing,Family dynamics,Drama,Romance,Back to top,Performance,Character development,Friendship",8.5,80,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.","Philippe Noiret,Antonella Attili,Enzo Cannavale",,
Casablanca,"Cinematography,Back to top,Drama,Romance,Great ensemble,Psychological Drama,Romantic,Dramatic depth,Enduring legacy,Comedic brilliance,War,Iconic lines",8.5,100,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Humphrey Bogart,Paul Henreid,Ingrid Bergman",,
Léon: The Professional,"Standout performance,Cinematography,One-Person Army Action,Back to top,Authentic emotion,Drama,Action sequences,Gangster,Atmospheric,Dramatic tension,Performance,Character development,Crime,Chemistry,Action,Thriller",8.5,64,An Italian hit man protects a New York orphan.,"Jean Reno,Natalie Portman,Gary Oldman",,
Spider-Man: Across the Spider-Verse,"Soundtrack,Back to top,Family dynamics,Emotional stakes,Teen Adventure,Animation style,Pacing,Family,Urban Adventure,Supernatural Fantasy,Fantasy,Action sequences,Superhero,Animation,Visual innovation,Character development,Computer Animation,Technical achievement,Adventure,Action",8.5,86,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.","Hailee Steinfeld,Brian Tyree Henry,Shameik Moore",,
Whiplash,"Cinematography,Back to top,Authentic emotion,Drama,Music,Emotional weight,Psychological Drama,Dramatic tension,Ambitious,Inspirational,Performance,Character development",8.5,89,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"J.K. Simmons,Miles Teller,Melissa Benoist",,
American History X,"Cinematography,Back to top,Uneven quality,Family dynamics,Drama,Psychological Drama,Prison Drama,Social commentary,Tragedy,Performance,Character development,Crime,Thought-provoking",8.5,62,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.","Beverly D'Angelo,Edward Norton,Edward Furlong",,
Harakiri,"Cinematography,Back to top,Authentic emotion,Narrative complexity,Drama,Direction,Symbolism,Social commentary,Morality,Period Drama,Mystery,Historical accuracy",8.6,85,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.","Shima Iwashita,Akira Ishihama,Tatsuya Nakadai",,
Grave of the Fireflies,"Hand-Drawn Animation,Back to top,Animation style,Adult Animation,Authentic emotion,Historical accuracy,Family dynamics,Drama,Symbolism,Emotional weight,Atmospheric,Social commentary,Tragedy,Animation,Period Drama,War,Realism,Anime",8.5,94,A young boy and his little sister struggle to survive in Japan during World War II.,"Tsutomu Tatsumi,Ayano Shiraishi,Akemi Yamaguchi",,
The Prestige,"Cinematography,Unpredictable,Back to top,Narrative complexity,Drama,Direction,Sci-Fi,Tragedy,Steampunk,Ambitious,Period Drama,Performance,Mystery,Character development,Dark tone,Thriller",8.5,66,Rival 19th-century magicians engage in a bitter battle for trade secrets.,"Scarlett Johansson,Hugh Jackman,Christian Bale",,
The Departed,"Standout performance,Dialogue,Cinematography,Back to top,Cop Drama,Drama,Direction,Suspenseful,Epic,Gangster,Satisfying ending,Adaptation,Performance,Thrilling,Character development,Crime,Thriller",8.5,85,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"Leonardo DiCaprio,Jack Nicholson,Matt Damon",,
The Lion King,"Hand-Drawn Animation,Back to top,Animation style,Coming-of-Age,Adaptation,Animal Adventure,Family dynamics,Drama,Family,Iconic soundtrack,Emotional weight,Generational appeal,Adventure,Animation,Jungle Adventure,Character development,Musical,Musical score",8.5,88,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Matthew Broderick,Jeremy Irons,James Earl Jones",,
Psycho,"Cinematography,Back to top,Iconic score,Drama,Psychological Horror,Suspense Mystery,Standout performance,Thriller,Direction,Psychological Thriller,Atmospheric,Enduring legacy,Mystery,Horror,Dark Comedy,Suspenseful,Slasher Horror,Iconic scene,Psychological depth",8.5,97,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,"Anthony Perkins,Vera Miles,Janet Leigh",,
Gladiator,"Action Epic,Cinematography,Back to top,Iconic score,Visual spectacle,Drama,Direction,Iconic performance,Action sequences,Epic,Sword & Sandal,Adventure Epic,Adventure,Period Drama,Historical accuracy,Action",8.5,67,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Russell Crowe,Joaquin Phoenix,Connie Nielsen",,
Parasite,"Cinematography,Back to top,Dark humor,Narrative complexity,Drama,Direction,Suspenseful,Symbolism,Psychological Drama,Psychological Thriller,Social commentary,Tragedy,Dark Comedy,Dramatic tension,Thought-provoking,Thriller",8.5,97,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,"Lee Sun-kyun,Cho Yeo-jeong,Song Kang-ho",,
The Pianist,"Cinematography,Back to top,Drama,Realism,Biography,Direction,Epic,Atmospheric,Historical accuracy,War,Music,Emotional weight,Survival,Tragedy,Period Drama,Performance,War Epic,Docudrama,Production design",8.5,85,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.","Adrien Brody,Frank Finlay,Thomas Kretschmann",,
Back to the Future,"Back to top,High-Concept Comedy,Iconic score,Nostalgic,Iconic performance,Teen Adventure,Sci-Fi,Urban Adventure,Time Travel,Generational appeal,Adventure,Comedy,Comedic brilliance,Character development,Iconic lines,Chemistry,Teen Comedy",8.5,87,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Christopher Lloyd,Lea Thompson,Michael J. Fox",,
Spirited Away,"Back to top,Dreamlike,Coming-of-Age,Allegorical elements,Fairy Tale,Hand-Drawn Animation,Family,Quest,Anime,Supernatural Fantasy,Mythic elements,Symbolism,Fantasy,Animation,Inspirational,Character development,Worldbuilding,Visual spectacle,Surreal,Traditional values,Adventure",8.6,96,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, and where humans are changed into beasts.","Daveigh Chase,Suzanne Pleshette,Miyu Irino",,
Star Wars: Episode IV - A New Hope,"Back to top,Realism,Derivative,Special effects,Epic,Space Sci-Fi,Quest,Dystopian Sci-Fi,Sword & Sorcery,Sci-Fi Epic,Generational appeal,Adventure Epic,Character development,Worldbuilding,Action Epic,Fantasy Epic,Dialogue,Production design,Dubbing,Action",8.6,90,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.","Carrie Fisher,Mark Hamill,Harrison Ford",,
Terminator 2: Judgment Day,"Cyberpunk,Back to top,Emotional stakes,Dystopian elements,Direction,Special effects,Sci-Fi,Time Travel,Dystopian Sci-Fi,Sci-Fi Epic,Action sequences,Artificial Intelligence,Performance,Character development,Action Epic,Visual spectacle,Philosophical elements,Adventure,Action",8.6,75,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.","Arnold Schwarzenegger,Linda Hamilton,Edward Furlong",,
Life Is Beautiful,"Back to top,Family dynamics,Drama,Heartfelt,Courage,Comedy,Authentic emotion,Historical accuracy,War,Meaning of life,Tragedy,Tragic Romance,Inspirational,Period Drama,Comedic brilliance,Romance,Uplifting,Psychological Drama,Romantic Comedy",8.6,58,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.","Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini",,
City of God,"Cinematography,Back to top,Coming-of-Age,Authentic emotion,Caper,Narrative complexity,Drama,Direction,Realism,Gangster,Atmospheric,Social commentary,Survival,Character development,Crime,Thought-provoking",8.6,79,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Matheus Nachtergaele,Leandro Firmino,Alexandre Rodrigues",,
The Green Mile,"Thought-provoking,Supernatural themes,Back to top,Adaptation,Supernatural Fantasy,Drama,Emotional weight,Fantasy,Faith,Prison Drama,Social commentary,Tragedy,Period Drama,Mystery,Dramatic tension,Crime,Friendship",8.6,61,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,"Tom Hanks,Michael Clarke Duncan,David Morse",,
Seven Samurai,"Action Epic,Artistic vision,Samurai,Authentic emotion,Cinematography,Historical accuracy,Back to top,Drama,Epic,Social commentary,Technical achievement,Enduring legacy,Period Drama,Character development,Musical score,Action",8.6,98,"Farmers from a village exploited by bandits hire a veteran samurai for protection, and he gathers six other samurai to join him.","Takashi Shimura,Keiko Tsushima,Toshirô Mifune",,
The Lord of the Rings: The Return of the King,"Cinematography,Back to top,Drama,Adaptation,Authentic emotion,Epic,Atmospheric,Quest,Enduring legacy,Mountain Adventure,Iconic ending,Sword & Sorcery,Action sequences,Adventure Epic,Tragedy,Character development,Action Epic,Fantasy Epic,Adventure",9.0,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,"Viggo Mortensen,Ian McKellen,Elijah Wood",,
